"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE966262631928";"PVA_1-Potsdamer_Tisch";"In Betrieb";"5/28/2020";"7/31/2020";"Solare Strahlungsenergie";"99,6";"80";"16321";"Bernau";"(natürliche Person)";"ABR902882548390";"1/12/2021"
"SEE922634183525";"PVA TF 01";"In Betrieb";"5/28/2020";"6/5/2020";"Solare Strahlungsenergie";"6,4";"5,5";"16244";"Schorfheide";"(natürliche Person)";"ABR971503058761";"11/30/2020"
"SEE975103920862";"PVA D.O.S. 01";"In Betrieb";"5/28/2020";"6/9/2020";"Solare Strahlungsenergie";"9,6";"8,5";"16244";"Schorfheide";"D.O.S. Security";"ABR958039878940";"6/9/2020"
"SEE915659390788";"PVA SL 01";"In Betrieb";"5/29/2020";"6/2/2020";"Solare Strahlungsenergie";"4,48";"4,2";"16244";"Schorfheide";"(natürliche Person)";"ABR940670474834";"2/22/2021"
"SEE915714864384";"Dach";"In Betrieb";"5/29/2020";"7/9/2020";"Solare Strahlungsenergie";"11,984";"11,984";"16341";"Panketal";"(natürliche Person)";"ABR996338885955";"1/21/2022"
"SEE968113697374";"PV-Carport_01";"In Betrieb";"5/30/2020";"5/30/2020";"Solare Strahlungsenergie";"8,04";"7";"16341";"Panketal";"(natürliche Person)";"ABR988493806234";"7/3/2020"
"SEE969458486739";"Solaranlage Garage";"In Betrieb";"5/31/2020";"9/13/2020";"Solare Strahlungsenergie";"0,57";"0,57";"16348";"Wandlitz";"(natürliche Person)";"ABR918459432511";"6/23/2021"
"SEE983646149442";"PV";"In Betrieb";"6/2/2020";"6/2/2020";"Solare Strahlungsenergie";"7,26";"7";"16341";"Panketal";"(natürliche Person)";"ABR900983765944";"6/2/2020"
"SEE990686042763";"PV-Anlage";"In Betrieb";"6/2/2020";"7/8/2020";"Solare Strahlungsenergie";"2,31";"2,31";"16321";"Bernau";"(natürliche Person)";"ABR968984164128";"2/10/2021"
"SEE963862920124";"Dach";"In Betrieb";"6/5/2020";"6/5/2020";"Solare Strahlungsenergie";"5,36";"5";"16356";"Ahrensfelde";"(natürliche Person)";"ABR910559766442";"6/5/2020"
"SEE946445865951";"PV";"In Betrieb";"6/8/2020";"6/15/2020";"Solare Strahlungsenergie";"8,64";"8";"16356";"Ahrensfelde";"(natürliche Person)";"ABR967183452258";"6/15/2020"
"SEE950093354705";"Grap PVA";"In Betrieb";"6/9/2020";"6/10/2020";"Solare Strahlungsenergie";"4,55";"4,55";"16356";"Ahrensfelde";"(natürliche Person)";"ABR967597043417";"6/10/2020"
"SEE941484245009";"167913_CKK_Hausdach";"In Betrieb";"6/9/2020";"6/10/2020";"Solare Strahlungsenergie";"7,26";"7,26";"16356";"Ahrensfelde";"(natürliche Person)";"ABR905020261120";"6/10/2020"
"SEE905920443114";"231766_MS_Hausdasch";"In Betrieb";"6/9/2020";"6/23/2020";"Solare Strahlungsenergie";"6,6";"6,6";"16321";"Rüdnitz";"(natürliche Person)";"ABR920313443731";"6/23/2020"
"SEE971747742204";"TV-Anlage";"In Betrieb";"6/9/2020";"11/6/2020";"Solare Strahlungsenergie";"6,8";"4,6";"16227";"Eberswalde";"(natürliche Person)";"ABR917985629747";"11/13/2020"
"SEE928573193953";"PV-Anlage 1 Garten";"In Betrieb";"6/10/2020";"6/10/2020";"Solare Strahlungsenergie";"0,65";"0,6";"16359";"Biesenthal";"(natürliche Person)";"ABR989394876340";"5/12/2022"
"SEE968406243028";"PV Wolf";"In Betrieb";"6/10/2020";"6/12/2020";"Solare Strahlungsenergie";"7,26";"6";"16321";"Bernau";"(natürliche Person)";"ABR943041983430";"6/12/2020"
"SEE983305922171";"Resedastrasse 08";"In Betrieb";"6/10/2020";"7/22/2020";"Solare Strahlungsenergie";"9,75";"7";"16321";"Bernau";"(natürliche Person)";"ABR921475790336";"7/22/2020"
"SEE937163830079";"PV";"In Betrieb";"6/16/2020";"6/16/2020";"Solare Strahlungsenergie";"7,32";"7,32";"16356";"Ahrensfelde";"(natürliche Person)";"ABR934148372784";"6/16/2020"
"SEE917403628963";"PV";"In Betrieb";"6/16/2020";"6/16/2020";"Solare Strahlungsenergie";"5,2";"5";"16321";"Bernau";"(natürliche Person)";"ABR921519509207";"1/15/2021"
"SEE965895055484";"186183_GS_Hausdach";"In Betrieb";"6/17/2020";"6/23/2020";"Solare Strahlungsenergie";"9,24";"8,5";"16227";"Eberswalde";"(natürliche Person)";"ABR946060000904";"10/23/2020"
"SEE979818542685";"Hausdach";"In Betrieb";"6/17/2020";"7/15/2020";"Solare Strahlungsenergie";"7,26";"7,26";"16356";"Ahrensfelde";"(natürliche Person)";"ABR994671601959";"11/6/2020"
"SEE912502370300";"Zep30";"In Betrieb";"6/17/2020";"8/28/2020";"Solare Strahlungsenergie";"5,76";"5,76";"16321";"Bernau";"(natürliche Person)";"ABR973493801396";"6/26/2021"
"SEE931123010525";"PV";"In Betrieb";"6/22/2020";"6/22/2020";"Solare Strahlungsenergie";"16";"12,5";"16341";"Panketal";"(natürliche Person)";"ABR989660052249";"6/22/2020"
"SEE937232448969";"235000_DM_Hausdach";"In Betrieb";"6/22/2020";"6/25/2020";"Solare Strahlungsenergie";"3,3";"3,3";"16356";"Werneuchen";"(natürliche Person)";"ABR941781556433";"6/25/2020"
"SEE964655045260";"PV-Anlage";"In Betrieb";"6/23/2020";"4/1/2020";"Solare Strahlungsenergie";"8,71";"7";"16321";"Bernau";"(natürliche Person)";"ABR937901292305";"1/18/2021"
"SEE926617245828";"PV-Anlage";"In Betrieb";"6/23/2020";"6/30/2020";"Solare Strahlungsenergie";"5,695";"4,6";"16341";"Panketal";"(natürliche Person)";"ABR964949821730";"4/23/2021"
"SEE930087291506";"Hausdach";"In Betrieb";"6/24/2020";"8/12/2020";"Solare Strahlungsenergie";"7,68";"7";"16348";"Wandlitz";"(natürliche Person)";"ABR928394298844";"11/12/2020"
"SEE993326415361";"Insulaner";"In Betrieb";"6/24/2020";"6/24/2020";"Solare Strahlungsenergie";"7,1";"7,1";"16341";"Panketal";"(natürliche Person)";"ABR913334434703";"6/24/2020"
"SEE999975022097";"Hausdach";"In Betrieb";"6/24/2020";"7/1/2020";"Solare Strahlungsenergie";"6,615";"6,615";"16348";"Wandlitz";"(natürliche Person)";"ABR956630270323";"7/1/2020"
"SEE920198552597";"PV";"In Betrieb";"6/25/2020";"6/26/2020";"Solare Strahlungsenergie";"12,425";"12,425";"16341";"Panketal";"(natürliche Person)";"ABR971465649274";"6/26/2020"
"SEE983648620062";"PV Herm";"In Betrieb";"6/25/2020";"6/26/2020";"Solare Strahlungsenergie";"8,25";"8";"16359";"Biesenthal";"(natürliche Person)";"ABR970128577022";"6/26/2020"
"SEE907098867037";"Dach";"In Betrieb";"6/26/2020";"6/26/2020";"Solare Strahlungsenergie";"6,03";"6";"16348";"Marienwerder";"(natürliche Person)";"ABR949037297468";"6/26/2020"
"SEE955252851842";"PV-Anlage Dach";"In Betrieb";"6/27/2020";"6/27/2020";"Solare Strahlungsenergie";"7,15";"7";"16321";"Bernau";"(natürliche Person)";"ABR961361420954";"1/12/2021"
"SEE910530042077";"9,90 kWp PVA R. Gey";"In Betrieb";"6/29/2020";"6/29/2020";"Solare Strahlungsenergie";"9,9";"9,2";"16247";"Joachimsthal";"(natürliche Person)";"ABR902268610963";"6/29/2020"
"SEE923608921440";"PV-Anlage";"In Betrieb";"6/29/2020";"7/2/2020";"Solare Strahlungsenergie";"9,715";"9,2";"16356";"Ahrensfelde";"(natürliche Person)";"ABR934299686334";"7/8/2020"
"SEE959275148392";"PVA FGGK 01";"In Betrieb";"6/29/2020";"8/23/2020";"Solare Strahlungsenergie";"27,45";"27,45";"16244";"Schorfheide";"FGGK Kampfmittelbergung GmbH & Co. KG";"ABR931531590411";"11/30/2020"
"SEE951343248089";"PV-Anlage Reimke Eberswalde";"In Betrieb";"6/30/2020";"7/9/2020";"Solare Strahlungsenergie";"5,52";"5";"16225";"Eberswalde";"(natürliche Person)";"ABR928095409440";"11/24/2021"
"SEE929401107425";"8,91 kWp PVA R. Gey";"In Betrieb";"6/30/2020";"6/30/2020";"Solare Strahlungsenergie";"8,91";"8,2";"16247";"Joachimsthal";"(natürliche Person)";"ABR907224076784";"12/14/2020"
"SEE945230678127";"PVA1";"In Betrieb";"6/30/2020";"7/1/2020";"Solare Strahlungsenergie";"5,85";"5,5";"16321";"Bernau";"(natürliche Person)";"ABR901082929275";"1/13/2021"
"SEE973421200406";"PV Kern";"In Betrieb";"6/30/2020";"7/1/2020";"Solare Strahlungsenergie";"5,61";"4,6";"16321";"Bernau";"(natürliche Person)";"ABR956387925002";"6/26/2021"
"SEE981699484459";"PVA Templin V";"In Betrieb";"6/30/2020";"7/2/2020";"Solare Strahlungsenergie";"195,36";"195,36";"17268";"Templin";"SUNCATCHER Solaranlagen GmbH";"ABR960020755888";"5/5/2022"
"SEE986861925631";"PVA FGGK 02";"In Betrieb";"6/30/2020";"8/23/2020";"Solare Strahlungsenergie";"29,89";"29,89";"16244";"Schorfheide";"FGGK Kampfmittelbergung GmbH & Co. KG";"ABR931531590411";"11/30/2020"
"SEE950876409721";"PV-Anlage Mau Melchow Haus";"In Betrieb";"7/1/2020";"6/12/2020";"Solare Strahlungsenergie";"9,72";"9,72";"16230";"Melchow";"(natürliche Person)";"ABR988117872386";"11/6/2020"
"SEE925097920300";"PV Vespa";"In Betrieb";"7/1/2020";"7/1/2020";"Solare Strahlungsenergie";"9,6";"7";"16348";"Wandlitz";"(natürliche Person)";"ABR932367001751";"3/23/2021"
"SEE926359369905";"Eigensonne PV Omega 813";"In Betrieb";"7/1/2020";"7/2/2020";"Solare Strahlungsenergie";"9,75";"8";"16341";"Panketal";"(natürliche Person)";"ABR974552773272";"11/2/2020"
"SEE921674211403";"SonneEberswalde";"In Betrieb";"7/1/2020";"7/19/2020";"Solare Strahlungsenergie";"8,7";"8,5";"16225";"Eberswalde";"(natürliche Person)";"ABR984513814210";"3/5/2021"
"SEE928245734606";"Kleines Gartenhaus";"In Betrieb";"7/4/2020";"10/4/2020";"Solare Strahlungsenergie";"0,345";"0,3";"16356";"Werneuchen";"(natürliche Person)";"ABR979799938859";"10/4/2020"
"SEE941381231525";"Konsum";"In Betrieb";"7/4/2020";"7/7/2020";"Solare Strahlungsenergie";"9,92";"8";"16356";"Werneuchen";"(natürliche Person)";"ABR931513491217";"7/7/2020"
"SEE950601392960";"Wohnhaus";"In Betrieb";"7/4/2020";"7/7/2020";"Solare Strahlungsenergie";"9,92";"8";"16356";"Werneuchen";"(natürliche Person)";"ABR931513491217";"7/7/2020"
"SEE976027971701";"Reihenhaus";"In Betrieb";"7/4/2020";"7/7/2020";"Solare Strahlungsenergie";"9,92";"8";"16356";"Werneuchen";"(natürliche Person)";"ABR931513491217";"7/7/2020"
"SEE986656734981";"PV";"In Betrieb";"7/6/2020";"7/6/2020";"Solare Strahlungsenergie";"7,26";"7";"16244";"Schorfheide";"(natürliche Person)";"ABR993924659365";"7/6/2020"
"SEE911797062624";"PV";"In Betrieb";"7/6/2020";"7/6/2020";"Solare Strahlungsenergie";"6,93";"5,5";"16321";"Bernau";"(natürliche Person)";"ABR982788388221";"2/10/2021"
"SEE977296688390";"Dach";"In Betrieb";"7/6/2020";"7/6/2020";"Solare Strahlungsenergie";"4,69";"4,6";"16247";"Ziethen";"(natürliche Person)";"ABR947075871459";"11/5/2020"
"SEE914460314242";"PV";"In Betrieb";"7/7/2020";"7/7/2020";"Solare Strahlungsenergie";"6,3";"5";"16321";"Bernau";"(natürliche Person)";"ABR974164846067";"2/10/2021"
"SEE919549241921";"PVA JZ 01";"In Betrieb";"7/7/2020";"7/8/2020";"Solare Strahlungsenergie";"9,6";"9,6";"16225";"Eberswalde";"(natürliche Person)";"ABR947295075163";"11/2/2020"
"SEE954637999520";"meine Module";"In Betrieb";"7/7/2020";"8/14/2020";"Solare Strahlungsenergie";"9,75";"9,75";"16359";"Biesenthal";"(natürliche Person)";"ABR919048307579";"8/14/2020"
"SEE985070108194";"PVA KL 01";"In Betrieb";"7/8/2020";"7/8/2020";"Solare Strahlungsenergie";"4,48";"4,2";"16244";"Schorfheide";"(natürliche Person)";"ABR917974110850";"7/8/2020"
"SEE944961827170";"247431_PR_Hausdach";"In Betrieb";"7/8/2020";"7/27/2020";"Solare Strahlungsenergie";"5,28";"4,6";"16247";"Joachimsthal";"(natürliche Person)";"ABR931109349915";"7/27/2020"
"SEE900842368170";"dach";"In Betrieb";"7/9/2020";"3/22/2021";"Solare Strahlungsenergie";"1,8";"1,65";"16359";"Biesenthal";"(natürliche Person)";"ABR952550127723";"6/25/2021"
"SEE979023388306";"Eigensonne PV A 849";"In Betrieb";"7/10/2020";"7/13/2020";"Solare Strahlungsenergie";"9,86";"6";"16341";"Panketal";"(natürliche Person)";"ABR962835799569";"7/13/2020"
"SEE967710694724";"Eigensonne PV Omega 795";"In Betrieb";"7/10/2020";"7/17/2020";"Solare Strahlungsenergie";"9,75";"9,75";"16244";"Schorfheide";"(natürliche Person)";"ABR983430424229";"7/17/2020"
"SEE993422958137";"Solaranlage P&S Buchholzer Natursteinhandel GmbH";"In Betrieb";"7/12/2020";"7/12/2020";"Solare Strahlungsenergie";"9,92";"9,92";"16348";"Wandlitz";"P&S Buchholzer Natursteinhandel GmbH";"ABR951063318826";"2/9/2021"
"SEE954533316339";"Dach";"In Betrieb";"7/13/2020";"7/13/2020";"Solare Strahlungsenergie";"8,16";"8,16";"16341";"Panketal";"(natürliche Person)";"ABR982234542917";"11/9/2020"
"SEE977566769194";"Schuppendach";"In Betrieb";"7/13/2020";"7/14/2020";"Solare Strahlungsenergie";"0,94";"0,94";"16244";"Schorfheide";"(natürliche Person)";"ABR908553388777";"7/14/2020"
"SEE918353002193";"265384_KDB_Hausdach";"In Betrieb";"7/13/2020";"7/17/2020";"Solare Strahlungsenergie";"4,62";"4,6";"16341";"Panketal";"(natürliche Person)";"ABR992331731565";"7/17/2020"
"SEE914906666164";"MendelSolar";"In Betrieb";"7/14/2020";"7/14/2020";"Solare Strahlungsenergie";"6,39";"6";"16341";"Panketal";"(natürliche Person)";"ABR981710635600";"7/14/2020"
"SEE968346567031";"PV-Anlage TOTAL   Schorfheide, Berliner Str. 31";"In Betrieb";"7/15/2020";"7/15/2020";"Solare Strahlungsenergie";"19,62";"19,62";"16244";"Schorfheide";"(natürliche Person)";"ABR938412690611";"2/3/2021"
"SEE911245065368";"Hausdach";"In Betrieb";"7/15/2020";"7/17/2020";"Solare Strahlungsenergie";"9,52";"8";"16348";"Wandlitz";"(natürliche Person)";"ABR965220124472";"11/11/2020"
"SEE906135018234";"PV-Dachkraftwerk";"In Betrieb";"7/16/2020";"10/12/2020";"Solare Strahlungsenergie";"5,28";"4,6";"16230";"Britz";"(natürliche Person)";"ABR917198198146";"3/15/2021"
"SEE991814541257";"Sonnenstrom";"In Betrieb";"7/16/2020";"7/19/2020";"Solare Strahlungsenergie";"29,575";"25";"16321";"Bernau";"(natürliche Person)";"ABR967385416850";"1/12/2021"
"SEE976721457761";"PV-Anlage 9,9 kWp";"In Betrieb";"7/17/2020";"5/29/2020";"Solare Strahlungsenergie";"9,9";"9,9";"16321";"Bernau";"(natürliche Person)";"ABR908695932982";"2/10/2021"
"SEE957777529992";"PV";"In Betrieb";"7/17/2020";"7/17/2020";"Solare Strahlungsenergie";"3,64";"3,5";"16321";"Bernau";"(natürliche Person)";"ABR966844414185";"2/11/2021"
"SEE974775119680";"Solaranlage Lindenallee 5";"In Betrieb";"7/17/2020";"1/13/2021";"Solare Strahlungsenergie";"9,9";"8,5";"16341";"Panketal";"Fuhrunternehmen Jürgen Kolbe";"ABR964076024202";"1/13/2021"
"SEE957973607715";"PV";"In Betrieb";"7/21/2020";"7/21/2020";"Solare Strahlungsenergie";"4,97";"4,97";"16341";"Panketal";"(natürliche Person)";"ABR990030686827";"7/21/2020"
"SEE905577342044";"Pavillion";"In Betrieb";"7/22/2020";"7/22/2020";"Solare Strahlungsenergie";"5";"4";"16341";"Panketal";"(natürliche Person)";"ABR973934060610";"7/22/2020"
"SEE902984719360";"PVA KLU 01";"In Betrieb";"7/23/2020";"8/7/2020";"Solare Strahlungsenergie";"5,12";"4,2";"16227";"Eberswalde";"(natürliche Person)";"ABR973111752161";"8/7/2020"
"SEE925187949228";"Werneuchen 4.2";"In Betrieb";"7/24/2020";"7/28/2020";"Solare Strahlungsenergie";"9249,76";"8140";"16356";"Werneuchen";"ENERPARC Solar Invest 124 GmbH";"ABR966580153720";"3/2/2021"
"SEE994359624140";"ABR988974812884";"In Betrieb";"7/27/2020";"7/28/2020";"Solare Strahlungsenergie";"4,55";"4";"16341";"Panketal";"(natürliche Person)";"ABR988974812884";"1/29/2021"
"SEE929904791923";"Hausdachanlage";"In Betrieb";"7/27/2020";"9/3/2020";"Solare Strahlungsenergie";"5,94";"5,5";"16341";"Panketal";"(natürliche Person)";"ABR947838019074";"11/9/2020"
"SEE903335553756";"Dach Wohnhaus";"In Betrieb";"7/28/2020";"8/13/2020";"Solare Strahlungsenergie";"3,84";"3";"16321";"Bernau";"(natürliche Person)";"ABR999357302175";"7/17/2021"
"SEE963268876476";"LGSMA";"In Betrieb";"7/30/2020";"7/30/2020";"Solare Strahlungsenergie";"9,23";"9,23";"16341";"Panketal";"(natürliche Person)";"ABR967239231509";"12/3/2020"
"SEE923659158109";"PV BORERUM Halle";"In Betrieb";"7/30/2020";"9/23/2020";"Solare Strahlungsenergie";"29,92";"27,6";"16225";"Eberswalde";"(natürliche Person)";"ABR994998051079";"9/23/2020"
"SEE955012107677";"PVA Haus";"In Betrieb";"7/31/2020";"8/18/2020";"Solare Strahlungsenergie";"21,775";"20";"16356";"Werneuchen";"Bretschneider Photovoltaik GbR";"ABR932682508171";"8/18/2020"
"SEE924659600872";"PV-Anlage";"In Betrieb";"7/31/2020";"8/24/2020";"Solare Strahlungsenergie";"9,275";"9,275";"16348";"Marienwerder";"(natürliche Person)";"ABR957801521800";"1/25/2021"
"SEE901356929758";"Humboldt_1";"In Betrieb";"7/31/2020";"7/31/2020";"Solare Strahlungsenergie";"22,01";"20";"16225";"Eberswalde";"Bürgerenergiegenossenschaft Barnimer Energiewandel eG";"ABR941744299377";"7/31/2020"
"SEE900629324702";"Consilium Solardach Werneuchen II";"In Betrieb";"7/31/2020";"8/31/2020";"Solare Strahlungsenergie";"134,645";"120";"16356";"Werneuchen";"Consilium Finanzmanagement AG";"ABR958198155425";"8/31/2020"
"SEE971051731772";"Solare Stromerzeugung 2020";"In Betrieb";"8/1/2020";"8/6/2020";"Solare Strahlungsenergie";"3,45";"3";"16230";"Britz";"(natürliche Person)";"ABR942750965362";"6/1/2021"
"SEE904983186051";"Radandt PVA";"In Betrieb";"8/3/2020";"8/3/2020";"Solare Strahlungsenergie";"5,2";"4,6";"16341";"Panketal";"(natürliche Person)";"ABR916934356994";"8/3/2020"
"SEE909307822554";"Osinski PV-Anlage";"In Betrieb";"8/3/2020";"8/3/2020";"Solare Strahlungsenergie";"6,4";"5";"16348";"Wandlitz";"(natürliche Person)";"ABR960635498071";"8/3/2020"
"SEE908271358007";"Hausdach";"In Betrieb";"8/3/2020";"4/7/2021";"Solare Strahlungsenergie";"6,4";"5";"16348";"Wandlitz";"(natürliche Person)";"ABR939623959474";"4/7/2021"
"SEE918299003216";"Dach";"In Betrieb";"8/4/2020";"8/4/2020";"Solare Strahlungsenergie";"6,8";"6,8";"16348";"Wandlitz";"(natürliche Person)";"ABR969332661320";"11/5/2020"
"SEE925372936507";"V-00798-E-20";"In Betrieb";"8/5/2020";"9/1/2020";"Solare Strahlungsenergie";"6,16";"6";"16341";"Panketal";"(natürliche Person)";"ABR992808041425";"9/1/2020"
"SEE950265705908";"Garage";"In Betrieb";"8/7/2020";"8/8/2020";"Solare Strahlungsenergie";"2,75";"2,75";"16321";"Bernau";"(natürliche Person)";"ABR983801002926";"2/10/2021"
"SEE947108238389";"Hausdachanlage 0,945 kwp";"In Betrieb";"8/9/2020";"8/11/2020";"Solare Strahlungsenergie";"0,945";"0,945";"16321";"Bernau";"(natürliche Person)";"ABR900549535172";"1/13/2021"
"SEE950301160760";"Pohnke PV- Anlage";"In Betrieb";"8/10/2020";"8/10/2020";"Solare Strahlungsenergie";"8,64";"7";"16348";"Wandlitz";"(natürliche Person)";"ABR997876022949";"8/10/2020"
"SEE987052572962";"Schuppen - Balkonkraftwerk";"In Betrieb";"8/10/2020";"8/10/2020";"Solare Strahlungsenergie";"0,62";"0,6";"16348";"Wandlitz";"(natürliche Person)";"ABR924304169471";"8/10/2020"
"SEE968095762954";"PVA 2020";"In Betrieb";"8/12/2020";"9/8/2020";"Solare Strahlungsenergie";"5,525";"5";"16225";"Eberswalde";"(natürliche Person)";"ABR929346577758";"9/8/2020"
"SEE937000066678";"PV";"In Betrieb";"8/13/2020";"9/2/2020";"Solare Strahlungsenergie";"4,62";"4";"16321";"Bernau";"(natürliche Person)";"ABR900907567395";"2/12/2021"
"SEE935424271012";"Dach";"In Betrieb";"8/14/2020";"8/14/2020";"Solare Strahlungsenergie";"9,86";"9,86";"16341";"Panketal";"(natürliche Person)";"ABR995355511045";"9/9/2020"
"SEE987332054003";"Carport Erweiterung";"In Betrieb";"8/14/2020";"8/17/2020";"Solare Strahlungsenergie";"4,645";"4";"16248";"Lunow-Stolzenhagen";"(natürliche Person)";"ABR937186633862";"1/2/2021"
"SEE977394734548";"Eigensonne PV Alpha 837";"In Betrieb";"8/14/2020";"8/28/2020";"Solare Strahlungsenergie";"9,75";"8";"16244";"Schorfheide";"(natürliche Person)";"ABR947664126953";"8/28/2020"
"SEE990086787530";"SolaranlageLoga";"In Betrieb";"8/14/2020";"11/10/2020";"Solare Strahlungsenergie";"4,62";"4,2";"16356";"Ahrensfelde";"(natürliche Person)";"ABR974793940402";"5/21/2021"
"SEE970555065895";"PVA KKKK01";"In Betrieb";"8/17/2020";"8/18/2020";"Solare Strahlungsenergie";"4,88";"4,2";"16230";"Breydin";"(natürliche Person)";"ABR983343700595";"8/18/2020"
"SEE970378267407";"Stalldach Solaranlage";"In Betrieb";"8/18/2020";"8/18/2020";"Solare Strahlungsenergie";"4,26";"4";"16356";"Werneuchen";"(natürliche Person)";"ABR993889393939";"8/18/2020"
"SEE935654664660";"Solar Schanne Wdtz AdB37";"In Betrieb";"8/18/2020";"8/18/2020";"Solare Strahlungsenergie";"2,1";"2";"16348";"Wandlitz";"(natürliche Person)";"ABR916639246439";"8/18/2020"
"SEE917704888066";"293798_SS_Hausdach";"In Betrieb";"8/18/2020";"8/21/2020";"Solare Strahlungsenergie";"8,58";"8,5";"16321";"Bernau";"(natürliche Person)";"ABR999449563057";"9/16/2021"
"SEE997422867376";"Solar Roof";"In Betrieb";"8/18/2020";"8/23/2020";"Solare Strahlungsenergie";"6,46";"6,46";"16321";"Bernau";"(natürliche Person)";"ABR912547525796";"10/26/2021"
"SEE903184567072";"Carport Solaranlage";"In Betrieb";"8/18/2020";"8/31/2020";"Solare Strahlungsenergie";"4,26";"4";"16356";"Werneuchen";"(natürliche Person)";"ABR993889393939";"2/26/2021"
"SEE992860483577";"2020-PVA Joachimsthal";"In Betrieb";"8/18/2020";"9/1/2020";"Solare Strahlungsenergie";"5,49";"5";"16247";"Joachimsthal";"(natürliche Person)";"ABR967413780199";"11/9/2020"
"SEE975175099411";"PV Paschke";"In Betrieb";"8/18/2020";"9/8/2020";"Solare Strahlungsenergie";"6,93";"6";"16321";"Bernau";"(natürliche Person)";"ABR900119294904";"1/19/2021"
"SEE992882493448";"PV";"In Betrieb";"8/19/2020";"8/21/2020";"Solare Strahlungsenergie";"9,135";"8,2";"16356";"Ahrensfelde";"(natürliche Person)";"ABR910702891618";"8/21/2020"
"SEE961237652953";"Basdorfer Garagenhof Solaranlage";"In Betrieb";"8/20/2020";"8/20/2020";"Solare Strahlungsenergie";"4,875";"4,875";"16348";"Wandlitz";"(natürliche Person)";"ABR956785072490";"11/5/2020"
"SEE964171721310";"Niederfinow";"In Betrieb";"8/20/2020";"10/21/2020";"Solare Strahlungsenergie";"9,75";"9";"16248";"Niederfinow";"UPM Grundbesitz GmbH & Co KG";"ABR953113095749";"10/21/2020"
"SEE901285728200";"Finowfurt 2 - 99,63 KWp";"In Betrieb";"8/21/2020";"8/12/2021";"Solare Strahlungsenergie";"99,63";"98,64";"16244";"Schorfheide";"InnPro Gesellschaft für Vermarktung Innovativer Produkte mbH";"ABR978541747770";"1/17/2022"
"SEE992189452797";"Dach";"In Betrieb";"8/24/2020";"8/25/2020";"Solare Strahlungsenergie";"6,48";"6,48";"16341";"Panketal";"Christiane Hirth & Thomas Zachert GbR";"ABR950148084267";"11/12/2020"
"SEE997925916137";"Holfeld PVA";"In Betrieb";"8/24/2020";"8/31/2020";"Solare Strahlungsenergie";"5,12";"5";"16341";"Panketal";"(natürliche Person)";"ABR957317025069";"8/31/2020"
